connection,protocol,src_ip,src_port,dst_port,connection_type,timestamp,hour,attacker_role,service
280,httpd,172.16.0.101,34384,443,accept,2026-02-06 08:26:50.118020535,8,recon,HTTPS
281,smbd,172.16.0.101,57046,445,accept,2026-02-06 08:26:50.155915976,8,recon,SMB
282,httpd,172.16.0.101,34406,443,accept,2026-02-06 08:26:50.184391975,8,recon,HTTPS
283,httpd,172.16.0.101,34396,443,accept,2026-02-06 08:26:50.230242014,8,recon,HTTPS
284,ftpdatalisten,,0,38829,listen,2026-02-06 08:26:50.286675692,8,unknown,Port-38829
285,httpd,172.16.0.101,34418,443,accept,2026-02-06 08:26:50.348991632,8,recon,HTTPS
286,httpd,172.16.0.101,34410,443,accept,2026-02-06 08:26:50.382778168,8,recon,HTTPS
287,httpd,172.16.0.101,46552,80,accept,2026-02-06 08:26:50.431064367,8,recon,HTTP
288,httpd,172.16.0.101,46568,80,accept,2026-02-06 08:26:50.536761999,8,recon,HTTP
289,ftpdatalisten,172.16.0.101,39270,38829,accept,2026-02-06 08:26:50.563252926,8,recon,Port-38829
290,httpd,172.16.0.101,34434,443,accept,2026-02-06 08:26:50.732620955,8,recon,HTTPS
291,httpd,172.16.0.101,46584,80,accept,2026-02-06 08:26:50.954182625,8,recon,HTTP
292,httpd,172.16.0.101,34438,443,accept,2026-02-06 08:26:51.074763536,8,recon,HTTPS
293,smbd,172.16.0.101,57052,445,accept,2026-02-06 08:26:51.151593685,8,recon,SMB
294,httpd,172.16.0.101,46588,80,accept,2026-02-06 08:26:51.219008207,8,recon,HTTP
295,httpd,172.16.0.101,34442,443,accept,2026-02-06 08:26:51.253938675,8,recon,HTTPS
296,smbd,172.16.0.101,57058,445,accept,2026-02-06 08:26:51.380508900,8,recon,SMB
297,httpd,172.16.0.101,34450,443,accept,2026-02-06 08:26:51.414227486,8,recon,HTTPS
298,httpd,172.16.0.101,46592,80,accept,2026-02-06 08:26:51.447583675,8,recon,HTTP
299,smbd,172.16.0.101,57068,445,accept,2026-02-06 08:26:51.593273163,8,recon,SMB
300,httpd,172.16.0.101,34454,443,accept,2026-02-06 08:26:51.639338493,8,recon,HTTPS
301,httpd,172.16.0.101,46606,80,accept,2026-02-06 08:26:51.677342415,8,recon,HTTP
302,httpd,172.16.0.101,34468,443,accept,2026-02-06 08:26:51.832532883,8,recon,HTTPS
303,Blackhole,172.16.0.101,58776,53,accept,2026-02-06 08:26:52.310347795,8,recon,Port-53
304,smbd,172.16.0.101,57070,445,accept,2026-02-06 08:26:52.790952921,8,recon,SMB
305,smbd,172.16.0.101,57074,445,accept,2026-02-06 08:26:53.003766060,8,recon,SMB
306,smbd,172.16.0.101,57090,445,accept,2026-02-06 08:26:53.914948940,8,recon,SMB
307,Blackhole,172.16.0.101,58782,53,accept,2026-02-06 08:26:55.438314438,8,recon,Port-53
308,mssqld,172.16.0.101,39916,1433,accept,2026-02-06 08:26:56.024816275,8,recon,MSSQL
309,mssqld,172.16.0.101,39920,1433,accept,2026-02-06 08:26:56.096332550,8,recon,MSSQL
310,Blackhole,172.16.0.101,42118,23,accept,2026-02-06 08:27:02.592510700,8,recon,Telnet
311,Blackhole,172.16.0.101,36936,23,accept,2026-02-06 08:27:09.617269516,8,recon,Telnet
312,smbd,172.16.0.101,57298,445,accept,2026-02-06 08:27:16.644376993,8,recon,SMB
313,smbd,172.16.0.101,57110,445,accept,2026-02-06 08:27:23.652611017,8,recon,SMB
314,pptpd,172.16.0.101,41518,1723,accept,2026-02-06 08:27:30.668093204,8,recon,PPTP
315,epmapper,172.16.0.101,45656,135,accept,2026-02-06 08:27:30.718984365,8,recon,Port-135
316,epmapper,172.16.0.101,45668,135,accept,2026-02-06 08:27:37.736526489,8,recon,Port-135
317,mssqld,172.16.0.101,44238,1433,accept,2026-02-06 08:27:44.810647964,8,recon,MSSQL
318,mssqld,172.16.0.101,44242,1433,accept,2026-02-06 08:27:44.847360849,8,recon,MSSQL
319,httpd,172.16.0.101,57870,80,accept,2026-02-06 08:27:44.879420042,8,recon,HTTP
320,ftpd,172.16.0.101,51840,21,accept,2026-02-06 08:27:44.917109489,8,recon,FTP
321,Blackhole,172.16.0.101,943,53,accept,2026-02-06 08:27:44.943810463,8,recon,Port-53
322,epmapper,172.16.0.101,872,135,accept,2026-02-06 08:27:44.996806622,8,recon,Port-135
323,Blackhole,172.16.0.101,680,23,accept,2026-02-06 08:27:45.039745331,8,recon,Telnet
324,mysqld,172.16.0.101,55522,3306,accept,2026-02-06 08:27:45.071937084,8,recon,MySQL
325,httpd,172.16.0.101,57886,80,accept,2026-02-06 08:27:45.159732342,8,recon,HTTP
326,httpd,172.16.0.101,60614,443,accept,2026-02-06 08:27:45.195281506,8,recon,HTTPS
327,mssqld,172.16.0.101,44256,1433,accept,2026-02-06 08:27:45.227006435,8,recon,MSSQL
328,ftpd,172.16.0.101,51848,21,accept,2026-02-06 08:27:45.328332901,8,recon,FTP
329,ftpd,172.16.0.101,51852,21,accept,2026-02-06 08:27:45.395625114,8,recon,FTP
330,mysqld,172.16.0.101,55524,3306,accept,2026-02-06 08:27:45.434867144,8,recon,MySQL
331,httpd,172.16.0.101,60628,443,accept,2026-02-06 08:27:45.475904942,8,recon,HTTPS
332,mysqld,172.16.0.101,55540,3306,accept,2026-02-06 08:27:45.578498602,8,recon,MySQL
333,ftpd,172.16.0.101,51860,21,accept,2026-02-06 08:27:45.691594839,8,recon,FTP
334,ftpd,172.16.0.101,51870,21,accept,2026-02-06 08:27:45.959615231,8,recon,FTP
335,ftpd,172.16.0.101,51876,21,accept,2026-02-06 08:27:46.015693902,8,recon,FTP
336,mysqld,172.16.0.101,55554,3306,accept,2026-02-06 08:27:46.245359421,8,recon,MySQL
337,mysqld,172.16.0.101,55558,3306,accept,2026-02-06 08:27:46.347883701,8,recon,MySQL
338,mysqld,172.16.0.101,55560,3306,accept,2026-02-06 08:27:46.389565229,8,recon,MySQL
339,mssqld,172.16.0.101,44266,1433,accept,2026-02-06 08:27:46.442045450,8,recon,MSSQL
340,mssqld,172.16.0.101,44276,1433,accept,2026-02-06 08:27:46.516152143,8,recon,MSSQL
341,mssqld,172.16.0.101,44282,1433,accept,2026-02-06 08:27:47.521941662,8,recon,MSSQL
342,mysqld,172.16.0.101,50084,3306,accept,2026-02-06 08:28:17.570951462,8,recon,MySQL
343,mysqld,172.16.0.101,50086,3306,accept,2026-02-06 08:28:17.602348089,8,recon,MySQL
344,mysqld,172.16.0.101,50096,3306,accept,2026-02-06 08:28:17.634155035,8,recon,MySQL
345,mssqld,172.16.0.101,47734,1433,accept,2026-02-06 08:28:17.661208391,8,recon,MSSQL
346,mssqld,172.16.0.101,47742,1433,accept,2026-02-06 08:28:17.715930462,8,recon,MSSQL
347,mssqld,172.16.0.101,35680,1433,accept,2026-02-06 08:28:18.728144407,8,recon,MSSQL
348,ftpd,172.16.0.101,42064,21,accept,2026-02-06 08:28:49.901250362,8,recon,FTP
349,mysqld,172.16.0.101,42618,3306,accept,2026-02-06 08:28:49.965005159,8,recon,MySQL
350,smbd,172.16.0.101,46594,445,accept,2026-02-06 08:28:50.004060984,8,recon,SMB
351,httpd,172.16.0.101,39802,80,accept,2026-02-06 08:28:50.041718960,8,recon,HTTP
352,Blackhole,172.16.0.101,58660,23,accept,2026-02-06 08:28:50.069662571,8,recon,Telnet
353,ftpd,172.16.0.101,50568,21,accept,2026-02-06 08:29:00.928189278,8,recon,FTP
354,smbd,172.16.0.101,38432,445,accept,2026-02-06 08:29:02.000129461,8,recon,SMB
355,Blackhole,172.16.0.101,39422,23,accept,2026-02-06 08:29:02.076567411,8,recon,Telnet
356,smbd,172.16.0.101,38434,445,accept,2026-02-06 08:29:05.967339993,8,recon,SMB
357,Blackhole,172.16.0.101,39438,23,accept,2026-02-06 08:29:06.005691290,8,recon,Telnet
358,Blackhole,172.16.0.101,51858,23,accept,2026-02-06 08:29:10.979522228,8,recon,Telnet
359,smbd,172.16.0.101,54060,445,accept,2026-02-06 08:29:11.015932083,8,recon,SMB
360,Blackhole,172.16.0.101,51864,23,accept,2026-02-06 08:29:15.988721609,8,recon,Telnet
361,smbd,172.16.0.101,54076,445,accept,2026-02-06 08:29:16.062982558,8,recon,SMB
362,smbd,172.16.0.101,56378,445,accept,2026-02-06 08:29:21.003163099,8,recon,SMB
363,Blackhole,172.16.0.101,59930,23,accept,2026-02-06 08:29:21.039356947,8,recon,Telnet
364,Blackhole,172.16.0.101,59944,23,accept,2026-02-06 08:29:26.012157679,8,recon,Telnet
365,smbd,172.16.0.101,56386,445,accept,2026-02-06 08:29:26.048642159,8,recon,SMB
366,smbd,172.16.0.101,56396,445,accept,2026-02-06 08:29:26.081550360,8,recon,SMB
367,smbd,172.16.0.101,56410,445,accept,2026-02-06 08:29:26.117278814,8,recon,SMB
368,Blackhole,172.16.0.101,43412,23,accept,2026-02-06 08:29:31.021474361,8,recon,Telnet
369,smbd,172.16.0.101,48736,445,accept,2026-02-06 08:29:33.623265982,8,recon,SMB
370,Blackhole,172.16.0.101,43424,23,accept,2026-02-06 08:29:36.024172306,8,recon,Telnet
371,smbd,172.16.0.101,37426,445,accept,2026-02-06 08:29:38.629385471,8,recon,SMB
372,Blackhole,172.16.0.101,56748,23,accept,2026-02-06 08:29:43.528845549,8,recon,Telnet
373,smbd,172.16.0.101,37428,445,accept,2026-02-06 08:29:43.631461620,8,recon,SMB
374,Blackhole,172.16.0.101,49982,23,accept,2026-02-06 08:29:48.534723759,8,recon,Telnet
375,smbd,172.16.0.101,39570,445,accept,2026-02-06 08:29:48.629747152,8,recon,SMB
376,smbd,172.16.0.101,39584,445,accept,2026-02-06 08:29:48.670187235,8,recon,SMB
377,Blackhole,172.16.0.101,49986,23,accept,2026-02-06 08:29:53.541686773,8,recon,Telnet
378,smbd,172.16.0.101,39590,445,accept,2026-02-06 08:29:53.671978235,8,recon,SMB
379,Blackhole,172.16.0.101,56786,23,accept,2026-02-06 08:29:58.552445889,8,recon,Telnet
380,smbd,172.16.0.101,36504,445,accept,2026-02-06 08:29:58.678801298,8,recon,SMB
381,Blackhole,172.16.0.101,56790,23,accept,2026-02-06 08:30:03.561995268,8,recon,Telnet
382,smbd,172.16.0.101,36518,445,accept,2026-02-06 08:30:03.683840513,8,recon,SMB
383,Blackhole,172.16.0.101,47870,23,accept,2026-02-06 08:30:08.575399876,8,recon,Telnet
384,smbd,172.16.0.101,45202,445,accept,2026-02-06 08:30:08.691059828,8,recon,SMB
385,Blackhole,172.16.0.101,47874,23,accept,2026-02-06 08:30:13.582960129,8,recon,Telnet
386,smbd,172.16.0.101,45218,445,accept,2026-02-06 08:30:13.700517654,8,recon,SMB
387,Blackhole,172.16.0.101,58364,23,accept,2026-02-06 08:30:18.597416401,8,recon,Telnet
388,smbd,172.16.0.101,47908,445,accept,2026-02-06 08:30:21.214968681,8,recon,SMB
389,Blackhole,172.16.0.101,58366,23,accept,2026-02-06 08:30:23.601273298,8,recon,Telnet
390,smbd,172.16.0.101,47912,445,accept,2026-02-06 08:30:26.220186472,8,recon,SMB
391,Blackhole,172.16.0.101,60790,23,accept,2026-02-06 08:30:28.611883163,8,recon,Telnet
392,smbd,172.16.0.101,57398,445,accept,2026-02-06 08:30:31.230379105,8,recon,SMB
393,Blackhole,172.16.0.101,60792,23,accept,2026-02-06 08:30:33.622908115,8,recon,Telnet
394,smbd,172.16.0.101,57406,445,accept,2026-02-06 08:30:36.241808653,8,recon,SMB
395,Blackhole,172.16.0.101,57782,23,accept,2026-02-06 08:30:41.144631147,8,recon,Telnet
396,smbd,172.16.0.101,39272,445,accept,2026-02-06 08:30:41.251236677,8,recon,SMB
397,Blackhole,172.16.0.101,57784,23,accept,2026-02-06 08:30:46.147978067,8,recon,Telnet
398,smbd,172.16.0.101,39276,445,accept,2026-02-06 08:30:46.260112524,8,recon,SMB
399,Blackhole,172.16.0.101,34222,23,accept,2026-02-06 08:30:51.159353018,8,recon,Telnet
400,smbd,172.16.0.101,52884,445,accept,2026-02-06 08:30:51.265968561,8,recon,SMB
401,smbd,172.16.0.101,52892,445,accept,2026-02-06 08:30:51.302598476,8,recon,SMB
402,Blackhole,172.16.0.101,34232,23,accept,2026-02-06 08:30:56.181827307,8,recon,Telnet
403,smbd,172.16.0.101,52904,445,accept,2026-02-06 08:30:56.310791254,8,recon,SMB
404,Blackhole,172.16.0.101,45670,23,accept,2026-02-06 08:31:01.188589096,8,recon,Telnet
405,smbd,172.16.0.101,58744,445,accept,2026-02-06 08:31:01.323919296,8,recon,SMB
406,Blackhole,172.16.0.101,45684,23,accept,2026-02-06 08:31:06.202078819,8,recon,Telnet
407,Blackhole,172.16.0.101,59266,23,accept,2026-02-06 08:31:11.212344170,8,recon,Telnet
408,Blackhole,172.16.0.101,59274,23,accept,2026-02-06 08:31:16.219968557,8,recon,Telnet
409,Blackhole,172.16.0.101,41624,23,accept,2026-02-06 08:31:21.226456404,8,recon,Telnet
410,Blackhole,172.16.0.101,41638,23,accept,2026-02-06 08:31:26.240384579,8,recon,Telnet
411,httpd,172.16.0.101,50202,80,accept,2026-02-06 08:31:31.246826172,8,recon,HTTP
412,httpd,172.16.0.101,50206,80,accept,2026-02-06 08:31:31.285091162,8,recon,HTTP
413,httpd,172.16.0.101,50220,80,accept,2026-02-06 08:31:31.327075958,8,recon,HTTP
414,httpd,172.16.0.101,50222,80,accept,2026-02-06 08:31:31.360090017,8,recon,HTTP
415,ftpd,172.16.0.101,45602,21,accept,2026-02-06 08:31:31.395046234,8,recon,FTP
416,smbd,172.16.0.101,43518,445,accept,2026-02-06 08:31:31.431236029,8,recon,SMB
417,Blackhole,172.16.0.101,51842,23,accept,2026-02-06 08:31:31.468965530,8,recon,Telnet
418,mysqld,172.16.0.101,49976,3306,accept,2026-02-06 08:31:31.522350549,8,recon,MySQL
419,httpd,172.16.0.101,50228,80,accept,2026-02-06 08:31:31.666663408,8,recon,HTTP
420,httpd,172.16.0.101,50240,80,accept,2026-02-06 08:31:31.718029022,8,recon,HTTP
421,httpd,172.16.0.101,34852,80,accept,2026-02-06 08:31:41.288396835,8,recon,HTTP
422,Blackhole,172.16.0.101,42652,23,accept,2026-02-06 08:31:41.322508097,8,recon,Telnet
423,smbd,172.16.0.101,42280,445,accept,2026-02-06 08:31:41.349867105,8,recon,SMB
424,httpd,172.16.0.101,34856,80,accept,2026-02-06 08:31:46.277849197,8,recon,HTTP
425,Blackhole,172.16.0.101,578,23,accept,2026-02-06 08:31:46.348995447,8,recon,Telnet
426,smbd,172.16.0.101,929,445,accept,2026-02-06 08:31:46.374785185,8,recon,SMB
427,httpd,172.16.0.101,34868,80,accept,2026-02-06 08:31:46.459407330,8,recon,HTTP
428,httpd,172.16.0.101,51114,80,accept,2026-02-06 08:31:48.962593794,8,recon,HTTP
429,httpd,172.16.0.101,51128,80,accept,2026-02-06 08:31:55.988440514,8,recon,HTTP
430,httpd,172.16.0.101,54856,80,accept,2026-02-06 08:32:02.996214390,8,recon,HTTP
431,smbd,172.16.0.101,37402,445,accept,2026-02-06 08:32:03.670354366,8,recon,SMB
432,smbd,172.16.0.101,37416,445,accept,2026-02-06 08:32:03.732636213,8,recon,SMB
433,ftpd,172.16.0.101,37542,21,accept,2026-02-06 08:32:04.363283157,8,recon,FTP
434,ftpdatalisten,,0,40577,listen,2026-02-06 08:32:04.420152903,8,unknown,Port-40577
435,ftpdatalisten,172.16.0.101,46862,40577,accept,2026-02-06 08:32:04.455537319,8,recon,Port-40577
436,mysqld,172.16.0.101,38802,3306,accept,2026-02-06 08:32:05.090184212,8,recon,MySQL
437,ftpd,172.16.0.102,50184,21,accept,2026-02-06 08:47:18.199238539,8,bruteforce,FTP
438,ftpd,172.16.0.102,50186,21,accept,2026-02-06 08:47:18.244930267,8,bruteforce,FTP
439,ftpd,172.16.0.102,45930,21,accept,2026-02-06 08:47:31.837065220,8,bruteforce,FTP
440,ftpd,172.16.0.102,45934,21,accept,2026-02-06 08:47:32.742158413,8,bruteforce,FTP
441,ftpd,172.16.0.102,45948,21,accept,2026-02-06 08:47:32.774910450,8,bruteforce,FTP
442,ftpd,172.16.0.102,45950,21,accept,2026-02-06 08:47:32.808604240,8,bruteforce,FTP
443,ftpd,172.16.0.102,45962,21,accept,2026-02-06 08:47:32.838641405,8,bruteforce,FTP
444,ftpd,172.16.0.102,45964,21,accept,2026-02-06 08:47:33.343915939,8,bruteforce,FTP
445,ftpd,172.16.0.102,45972,21,accept,2026-02-06 08:47:33.383367538,8,bruteforce,FTP
446,ftpd,172.16.0.102,45984,21,accept,2026-02-06 08:47:33.412910223,8,bruteforce,FTP
447,ftpd,172.16.0.102,45988,21,accept,2026-02-06 08:47:33.446169138,8,bruteforce,FTP
448,ftpd,172.16.0.102,46002,21,accept,2026-02-06 08:47:33.971495390,8,bruteforce,FTP
449,ftpd,172.16.0.102,46006,21,accept,2026-02-06 08:47:34.003942490,8,bruteforce,FTP
450,ftpd,172.16.0.102,46010,21,accept,2026-02-06 08:47:34.031340360,8,bruteforce,FTP
451,ftpd,172.16.0.102,46020,21,accept,2026-02-06 08:47:34.060951710,8,bruteforce,FTP
452,ftpd,172.16.0.102,46030,21,accept,2026-02-06 08:47:34.587387800,8,bruteforce,FTP
453,ftpd,172.16.0.102,46032,21,accept,2026-02-06 08:47:34.627371550,8,bruteforce,FTP
454,ftpd,172.16.0.102,46046,21,accept,2026-02-06 08:47:34.652055979,8,bruteforce,FTP
455,ftpd,172.16.0.102,46060,21,accept,2026-02-06 08:47:34.680423975,8,bruteforce,FTP
456,ftpd,172.16.0.102,46062,21,accept,2026-02-06 08:47:35.207315445,8,bruteforce,FTP
457,ftpd,172.16.0.102,46078,21,accept,2026-02-06 08:47:35.236124754,8,bruteforce,FTP
458,ftpd,172.16.0.102,46094,21,accept,2026-02-06 08:47:35.265194416,8,bruteforce,FTP
459,ftpd,172.16.0.102,46110,21,accept,2026-02-06 08:47:35.289664030,8,bruteforce,FTP
460,ftpd,172.16.0.102,46126,21,accept,2026-02-06 08:47:35.819535255,8,bruteforce,FTP
461,ftpd,172.16.0.102,46138,21,accept,2026-02-06 08:47:35.855248451,8,bruteforce,FTP
462,ftpd,172.16.0.102,46146,21,accept,2026-02-06 08:47:35.887377739,8,bruteforce,FTP
463,ftpd,172.16.0.102,46160,21,accept,2026-02-06 08:47:35.911687851,8,bruteforce,FTP
464,ftpd,172.16.0.102,46168,21,accept,2026-02-06 08:47:36.420888901,8,bruteforce,FTP
465,ftpd,172.16.0.102,46178,21,accept,2026-02-06 08:47:36.455164671,8,bruteforce,FTP
466,ftpd,172.16.0.102,46184,21,accept,2026-02-06 08:47:36.498562336,8,bruteforce,FTP
467,ftpd,172.16.0.102,46190,21,accept,2026-02-06 08:47:36.523467778,8,bruteforce,FTP
468,ftpd,172.16.0.102,46192,21,accept,2026-02-06 08:47:37.034024239,8,bruteforce,FTP
469,ftpd,172.16.0.102,46198,21,accept,2026-02-06 08:47:37.064689635,8,bruteforce,FTP
470,ftpd,172.16.0.102,46204,21,accept,2026-02-06 08:47:37.090199709,8,bruteforce,FTP
471,ftpd,172.16.0.102,46210,21,accept,2026-02-06 08:47:37.116289616,8,bruteforce,FTP
472,ftpd,172.16.0.102,46220,21,accept,2026-02-06 08:47:37.639183760,8,bruteforce,FTP
473,ftpd,172.16.0.102,46230,21,accept,2026-02-06 08:47:37.670663118,8,bruteforce,FTP
474,ftpd,172.16.0.102,46242,21,accept,2026-02-06 08:47:37.700767279,8,bruteforce,FTP
475,ftpd,172.16.0.102,46250,21,accept,2026-02-06 08:47:37.730864286,8,bruteforce,FTP
476,ftpd,172.16.0.102,46266,21,accept,2026-02-06 08:47:38.248636723,8,bruteforce,FTP
477,ftpd,172.16.0.102,46270,21,accept,2026-02-06 08:47:38.286419630,8,bruteforce,FTP
478,ftpd,172.16.0.102,46284,21,accept,2026-02-06 08:47:38.320995808,8,bruteforce,FTP
479,ftpd,172.16.0.102,46290,21,accept,2026-02-06 08:47:38.347852230,8,bruteforce,FTP
480,ftpd,172.16.0.102,59950,21,accept,2026-02-06 08:47:38.847019672,8,bruteforce,FTP
481,ftpd,172.16.0.102,59956,21,accept,2026-02-06 08:47:38.879979849,8,bruteforce,FTP
482,ftpd,172.16.0.102,59960,21,accept,2026-02-06 08:47:38.910752773,8,bruteforce,FTP
483,ftpd,172.16.0.102,59968,21,accept,2026-02-06 08:47:38.939401388,8,bruteforce,FTP
484,ftpd,172.16.0.102,59984,21,accept,2026-02-06 08:47:39.450254440,8,bruteforce,FTP
485,ftpd,172.16.0.102,59992,21,accept,2026-02-06 08:47:39.483260870,8,bruteforce,FTP
486,ftpd,172.16.0.102,60002,21,accept,2026-02-06 08:47:39.516049147,8,bruteforce,FTP
487,ftpd,172.16.0.102,60012,21,accept,2026-02-06 08:47:39.543481112,8,bruteforce,FTP
488,ftpd,172.16.0.102,60022,21,accept,2026-02-06 08:47:40.055245161,8,bruteforce,FTP
489,ftpd,172.16.0.102,60024,21,accept,2026-02-06 08:47:40.086909294,8,bruteforce,FTP
490,ftpd,172.16.0.102,60040,21,accept,2026-02-06 08:47:40.118769169,8,bruteforce,FTP
491,ftpd,172.16.0.102,60046,21,accept,2026-02-06 08:47:40.150493860,8,bruteforce,FTP
492,ftpd,172.16.0.102,60048,21,accept,2026-02-06 08:47:40.670887470,8,bruteforce,FTP
493,ftpd,172.16.0.102,60062,21,accept,2026-02-06 08:47:40.707305670,8,bruteforce,FTP
494,ftpd,172.16.0.102,60078,21,accept,2026-02-06 08:47:40.737086058,8,bruteforce,FTP
495,ftpd,172.16.0.102,60084,21,accept,2026-02-06 08:47:40.768238783,8,bruteforce,FTP
496,ftpd,172.16.0.102,60100,21,accept,2026-02-06 08:47:41.280738831,8,bruteforce,FTP
497,ftpd,172.16.0.102,60102,21,accept,2026-02-06 08:47:41.310539484,8,bruteforce,FTP
498,ftpd,172.16.0.102,60112,21,accept,2026-02-06 08:47:41.334609747,8,bruteforce,FTP
499,ftpd,172.16.0.102,60128,21,accept,2026-02-06 08:47:41.382003546,8,bruteforce,FTP
500,ftpd,172.16.0.102,60132,21,accept,2026-02-06 08:47:41.884576559,8,bruteforce,FTP
501,ftpd,172.16.0.102,60144,21,accept,2026-02-06 08:47:41.918222666,8,bruteforce,FTP
502,ftpd,172.16.0.102,60148,21,accept,2026-02-06 08:47:41.946725845,8,bruteforce,FTP
503,ftpd,172.16.0.102,60162,21,accept,2026-02-06 08:47:41.990823746,8,bruteforce,FTP
504,ftpd,172.16.0.102,60172,21,accept,2026-02-06 08:47:42.499493361,8,bruteforce,FTP
505,ftpd,172.16.0.102,60174,21,accept,2026-02-06 08:47:42.528985739,8,bruteforce,FTP
506,ftpd,172.16.0.102,60188,21,accept,2026-02-06 08:47:42.559054136,8,bruteforce,FTP
507,ftpd,172.16.0.102,60196,21,accept,2026-02-06 08:47:42.608300209,8,bruteforce,FTP
508,smbd,172.16.0.102,52676,445,accept,2026-02-06 08:47:43.247452259,8,bruteforce,SMB
509,smbd,172.16.0.102,52682,445,accept,2026-02-06 08:47:43.279619932,8,bruteforce,SMB
510,smbd,172.16.0.102,52694,445,accept,2026-02-06 08:47:43.551645756,8,bruteforce,SMB
511,smbd,172.16.0.102,52696,445,accept,2026-02-06 08:47:43.661827326,8,bruteforce,SMB
512,smbd,172.16.0.102,52708,445,accept,2026-02-06 08:47:43.795663357,8,bruteforce,SMB
513,smbd,172.16.0.102,52724,445,accept,2026-02-06 08:47:43.946615458,8,bruteforce,SMB
514,smbd,172.16.0.102,52740,445,accept,2026-02-06 08:47:44.127759932,8,bruteforce,SMB
515,smbd,172.16.0.102,52756,445,accept,2026-02-06 08:47:44.644554853,8,bruteforce,SMB
516,smbd,172.16.0.102,52764,445,accept,2026-02-06 08:47:44.719967842,8,bruteforce,SMB
517,smbd,172.16.0.102,52772,445,accept,2026-02-06 08:47:44.790450096,8,bruteforce,SMB
518,smbd,172.16.0.102,52778,445,accept,2026-02-06 08:47:44.869097948,8,bruteforce,SMB
519,smbd,172.16.0.102,52784,445,accept,2026-02-06 08:47:44.943109274,8,bruteforce,SMB
520,smbd,172.16.0.102,52792,445,accept,2026-02-06 08:47:45.038017511,8,bruteforce,SMB
521,smbd,172.16.0.102,52796,445,accept,2026-02-06 08:47:45.117352247,8,bruteforce,SMB
522,smbd,172.16.0.102,52800,445,accept,2026-02-06 08:47:45.185968876,8,bruteforce,SMB
523,smbd,172.16.0.102,52814,445,accept,2026-02-06 08:47:45.268694639,8,bruteforce,SMB
524,smbd,172.16.0.102,52816,445,accept,2026-02-06 08:47:45.349995375,8,bruteforce,SMB
525,smbd,172.16.0.102,52828,445,accept,2026-02-06 08:47:45.419731855,8,bruteforce,SMB
526,smbd,172.16.0.102,52838,445,accept,2026-02-06 08:47:45.504034281,8,bruteforce,SMB
527,smbd,172.16.0.102,52846,445,accept,2026-02-06 08:47:45.566260338,8,bruteforce,SMB
528,smbd,172.16.0.102,52854,445,accept,2026-02-06 08:47:45.654381275,8,bruteforce,SMB
529,smbd,172.16.0.102,52866,445,accept,2026-02-06 08:47:45.723047256,8,bruteforce,SMB
530,smbd,172.16.0.102,52872,445,accept,2026-02-06 08:47:45.795223475,8,bruteforce,SMB
531,smbd,172.16.0.102,52888,445,accept,2026-02-06 08:47:45.875383139,8,bruteforce,SMB
